ip_term	count
176.63.21.197_Alsómocsolád	2
176.63.21.197_Zalatnay	2
176.63.21.197_elkúrtuk	2
80.99.192.35_turull	2
80.99.192.35_hofi	2
80.99.229.113_kommunista	2
176.63.31.153_csárdi antal	4
80.99.192.35_hazaáruló	2
80.99.192.35_diktátor	2
176.63.16.192_Sütő András	11
188.143.49.160_hazaszeretet	3
"192.38.141.108_Női"""	2
"37.76.58.131_techno"""	2
84.236.94.132_Magyar nyelv és irodalom	5
92.249.138.177_oktatás	2
92.249.138.177_klíma	2
92.249.138.177_klímaváltozás	2
92.249.138.177_felmelegedés	2
"80.98.113.17_korrupció"""	2
188.142.162.216_Zsidó	3
188.142.162.216_Szegény	4
188.142.162.216_Kisember	2
188.142.162.216_Luxus	2
188.142.162.216_Szemkilövés	2
188.142.162.216_Terror	2
188.142.162.216_Csontváz	2
188.142.162.216_Rezsi	2
188.142.162.216_Ávó	2
87.77.29.32_trianon	2
89.135.200.94_monnyon	2
89.135.200.94_mondjon le	2
86.59.170.165_rajk lászló szakkollégium	2
86.59.170.165_szakkollégium	2
86.59.170.165_diófa	2
86.59.170.165_ingatlanalap	2
86.59.170.165_pallos	2
"84.3.0.173_korrupció"""	2
"84.3.0.173_NATO"""	2
84.3.0.173_NATO	9
84.3.0.173_abortusz	5
84.3.0.173_magzati élet védelme	4
31.208.87.149_soros	4
31.208.87.149_Soros	4
31.208.87.149_anyád	4
31.208.87.149_kurva	4
31.208.87.149_hülye	3
31.208.87.149_heszler	2
31.208.87.149_andrás	2
31.208.87.149_knyihár	2
31.208.87.149_BME	2
"31.208.87.149_BME"""	4
31.208.87.149_Budapesti Műszaki Egyetem	2
141.30.214.155_Orbán	2
141.30.214.155_Orosz	2
141.30.214.155_Paks	3
141.30.214.155_Juncker	3
"202.85.7.68_Segg"""	3
"202.85.7.68_Fasz"""	2
"202.85.7.68_buzi"""	2
46.139.74.152_túzok	4
46.139.74.152_vidra	2
"84.236.80.119_Eurozóna"""	2
84.236.80.119_Eurozóna	1
89.133.91.40_unio	3
37.76.90.43_Kommunista	2
37.76.90.43_Külhoni	2
37.76.90.43_Határon túli	2
37.76.90.43_Zsidó	2
37.76.90.43_Nagy imre	4
"37.76.90.43_""Nagy imre"""	6
37.76.90.43_Seress	7
37.76.90.43_Elcsatolt	2
37.76.90.43_Elszakított	3
"92.249.232.240_techno"""	2
46.139.205.158_szemöldökcsipesz	3
46.139.205.158_meleg	3
81.183.13.91_vállalkozás	6
217.197.178.139_orbán	2
217.197.178.139_lop	2
217.197.178.139_geci	2
217.197.178.139_buzi	2
217.197.178.139_homoszexuális	2
146.110.108.33_Hitler	2
146.110.108.33_féreg	2
146.110.108.33_buzi	3
"146.110.108.33_buzi"""	4
146.110.108.33_geci	2
146.110.108.33_cigány	2
146.110.108.33_náci	3
217.20.130.254_drobilich	2
146.110.108.33_szaros	2
217.20.130.254_energol	2
146.110.108.33_szar	2
217.20.130.254_portik	2
"146.110.108.33_"""	2
146.110.108.33_román	2
146.110.108.33_néger	2
"217.20.130.254_""illegális bevándorló"""	2
217.20.130.254_migráns	27
"82.222.51.174_korrupció"""	2
82.222.51.174_korrupció	3
"82.222.51.174_Momentum"""	3
82.222.51.174_Momentum	2
217.20.130.254_fasz	2
217.20.130.254_pina	2
217.20.130.254_punci	2
217.20.130.254_pénisz	4
77.234.88.178_olajszőkítés	2
77.234.88.178_migráns	2
77.234.88.178_geci	2
77.234.88.178_karácsony	2
77.234.88.178_orbán	3
46.35.192.249_soros	2
46.35.192.249_soros györgy	2
46.35.192.249_simonka	2
"46.35.192.249_"""	2
"84.2.163.69_Szex"""	2
"188.143.110.99_túzok"""	2
"84.2.163.69_Hit gyülekezete"""	2
84.2.163.69_Hit gyülekezete	2
"5.204.77.56_buzi"""	2
"188.143.89.112_""soros györgy"""""	2
"188.143.89.112_migráció OR migráns"""	1
188.143.89.112_orbán	2
"80.99.201.239_g7"""	2
188.143.89.112_geci	2
188.143.89.112_fasz	2
80.98.211.136_Krassó	2
"80.99.97.9_korrupció"""	2
80.99.97.9_korrupció	1
80.98.211.136_bogád	2
80.98.211.136_index	2
"84.3.51.154_korrupció"""	2
84.3.51.154_korrupció	1
46.139.217.174_pénisz	2
80.251.178.106_pride	4
193.202.65.1_köcsög	2
193.202.65.1_Kristóf	2
217.20.130.254_internet	2
"217.20.130.254_""stop soros"""	2
84.2.85.110_migráns	2
81.183.55.104_eladás	2
84.2.85.110_cigány	2
84.2.85.110_buzi	2
84.2.85.110_rácz	2
84.2.85.110_orbán	2
"37.76.34.241_túzok"""	2
188.142.220.222_államadósság	2
188.142.220.222_IMF	2
188.142.220.222_Horn gyula	2
188.142.220.222_Orbán Viktor	2
188.142.220.222_Gyurcsány  Ferenc	2
188.142.220.222_Bajnai Gordon	2
188.142.220.222_Gruevszki	2
188.142.220.222_Gruevski	2
188.142.220.222_menekült	2
188.142.220.222_torgyán józsef	2
188.142.220.222_leisztinger	2
188.142.220.222_schiffer andrás	2
"84.225.203.204_techno"""	2
195.56.187.26_EU	2
195.56.187.26_migráns	4
"195.56.187.26_"""	4
"195.56.187.26_korrupció"""	2
195.56.187.26_stróman	2
188.143.78.115_Komló	8
188.143.78.115_Magyarszék	2
188.143.78.115_Mánfa	3
188.143.78.115_Magyarhertelend	2
188.143.78.115_Új Kezdet	2
188.143.78.115_MIÉP	2
188.143.78.115_kisgazdapárt	2
"81.183.55.104_eladás"""	1
"84.2.203.82_túzok"""	10
84.2.203.82_túzok	8
91.82.219.229_népvándorlás	2
91.82.219.229_korrupció	2
91.82.219.229_nyugdíj	2
"37.76.60.9_techno"""	2
89.135.155.20_nyolcév	2
91.82.219.229_szlovák	2
89.135.155.20_elmúltnyolcév	2
89.135.155.20_elmúlt	2
89.135.155.20_elmúlt nyolc	3
"89.135.155.20_""elmúlt nyolc"""	3
89.135.155.20_geciu	2
89.135.155.20_geci	2
89.135.155.20_kurva	2
"176.63.26.7_""Tisza István"""	2
"91.82.40.12_derültség"""	2
91.82.40.12_ráckeve	2
91.82.40.12_átlátszó	2
86.59.153.139_gyermekjog	7
86.59.153.139_gyermekjog or gyerekjog	2
86.59.153.139_gyerekjog	2
86.59.153.139_gyerekek	2
86.59.153.139_gyermek	2
86.59.153.139_sajátos nevelési igényű	10
86.59.153.139_SNI	6
86.59.156.102_evangélikus	6
"152.66.233.49_""emberi jogok"""""	2
"86.59.156.102_evangélikus"""	1
"86.59.156.102_""fabiny tamás"""	2
86.59.156.102_fabiny tamás	2
86.59.156.102_fabiny	3
"91.120.102.99_""Tisza István"""""	2
91.120.102.99_Mihályi Péter	3
91.120.102.99_kórházi adóságállomány	2
91.120.102.99_kórházak adósságállománya	2
91.120.102.99_privatizáció	2
91.120.102.99_kárpótlás	4
91.120.102.99_Bauer Tamás	2
"176.63.16.187_kórházak adósságállománya"""	4
91.120.102.99_MRP	2
91.120.102.99_Földes Anna	2
91.120.102.99_Horváth Zoltán	2
91.120.102.99_közbeszerzés	2
91.120.102.99_korrupció	2
"176.63.26.7_""Tisza István"""""	2
176.63.16.187_(kórház OR egészségügy OR beteg) AND (adósság OR deficit OR tartozás OR hátralék OR elmaradás OR hiány OR hitel OR csőd)	25
"176.63.26.7_""Horthy Miklos"""	2
"176.63.26.7_""Nagy Imre"""	2
"176.63.26.7_""Nagy Imre"""""	1
176.63.31.83_foci	2
176.63.31.83_labdarúgás	2
176.63.31.83_felcsút	4
176.63.26.7_alma	2
176.63.26.7_alma, korte	2
176.63.31.83_mészáros lőrinc	3
176.63.31.83_saller	2
176.63.31.83_koki	2
176.63.31.83_ugribugri	2
176.63.31.83_ugri bugri	2
176.63.31.83_nix	2
176.63.31.83_boldog karácsonyt	2
176.63.31.83_áldott	2
176.63.31.83_kurva	2
176.63.31.83_gei	2
176.63.31.83_geci	2
176.63.31.83_picsa	2
176.63.31.83_részeg	2
176.63.31.83_barom	2
176.63.31.83_kakadu	2
176.63.31.83_madagaszkárr	2
176.63.31.83_madagaszkár	2
176.63.31.83_nagykörű	2
176.63.31.83_tankötelezettség	2
176.63.31.83_cigánybűnözés	2
176.63.31.83_buzi	2
176.63.31.83_pride	2
89.147.75.34_Szex	2
89.147.75.34_Csicska	5
89.147.75.34_Csicskapárt	2
89.147.75.34_Karácsony	9
46.35.195.186_nem volt fideszes	5
46.35.195.186_nem volt fideszes ügyész	2
"192.38.138.216_Női"""	2
"37.76.48.179_korrupció"""	2
"37.76.48.179_Szar"""	4
"37.76.48.179_Fekália"""	2
"37.76.48.179_Kankó"""	2
"37.76.48.179_Köcsög"""	2
"37.76.48.179_Geci"""	2
"37.76.48.179_Anyád"""	2
"37.76.48.179_Féreg"""	2
"89.133.168.153_""soros györgy"""""	3
89.133.168.153_buzi	2
89.133.168.153_soros	3
89.133.168.153_oktatás	2
89.133.168.153_egészség	2
89.133.168.153_migráns	4
89.133.168.153_veszély	2
89.133.168.153_atom	2
89.133.168.153_akadémia	2
"84.2.163.186_korrupció"""	2
"84.2.163.186_"""	2
94.21.36.70_náci	4
92.249.154.36_komló	3
92.249.154.36_vékény	2
92.249.154.36_hosszúhetény	2
92.249.154.36_elcoteq	2
92.249.154.36_gyurcsány	3
"88.132.174.233_migráció"""	1
"176.63.29.100_migráció"""	2
"176.63.164.43_CEU"""	3
"176.63.164.43_maffia"""	2
"176.63.164.43_karácsony"""	2
"176.63.164.43_lovász"""	4
176.63.27.182_Mta	2
176.63.27.182_Lőrinc	4
176.63.27.182_Pride	4
176.63.27.182_Egynemű	4
176.63.27.182_Megtámadtatás	4
176.63.27.182_Pufajkás	3
84.225.201.137_obán	2
89.133.90.34_Ügynök akta	3
89.133.90.34_Kuncze Gábor	6
89.133.90.34_Őszöd	2
89.133.90.34_Őszödi	2
213.152.161.181_személy	2
213.152.161.181_köztársaság	18
213.152.161.181_magyarok	2
213.152.161.181_magyar	2
213.152.161.181_agyar	2
213.152.161.181_agyarország	2
213.152.161.181_magyarország	2
213.152.161.181_eu	2
213.152.161.181_európa	2
213.152.161.181_ellenség	2
213.152.161.181_ellenfél	2
213.152.161.181_együttműködés	2
213.152.161.181_nemzet	2
213.152.161.181_zsidók	2
213.152.161.181_zsidó	2
213.152.161.181_izrael	2
213.152.161.181_jajvédő	2
213.152.161.181_fajvédő	2
213.152.161.181_nemzeti szocialista	2
"213.152.161.181_""nemzeti szocialista"""	2
213.152.161.181_náci	2
213.152.161.181_demokrácia	2
213.152.161.181_alkotmány	4
213.152.161.181_alaptörvény	2
"213.152.161.181_""alkotmányos demokrácia"""	2
213.152.161.181_konstitúció	2
"95.91.246.231_korrupció"""	4
95.91.246.231_korrupció	1
"95.91.246.231_rezsi"""	2
"86.59.152.211_korrupció"""	2
86.59.152.211_korrupció	1
"176.63.22.31_korrupció"""	1
"188.143.115.153_vasember"""	2
176.63.22.31_baloldal	2
176.63.22.31_szolidaritás	3
84.3.220.152_pride	7
84.3.220.152_roma	3
62.201.94.63_derültség	26
"94.21.156.12_korrupció"""	2
"95.168.41.122_korrupció"""	1
95.168.41.122_Mohács	4
"31.46.250.220_korrupció"""	3
"91.83.121.204_techno"""	2
"176.63.16.147_konvergencia"""	2
"176.63.16.147_polgár"""	2
"176.63.16.147_abortusz"""	2
"176.63.16.147_melegházasság"""	2
"176.63.16.147_hatvan"""	2
"176.63.16.147_józsefváros"""	2
"176.63.16.147_cigány"""	2
"176.63.16.147_roma"""	2
"188.142.162.135_korrupció"""	2
"176.63.16.147_örökség"""	2
"176.63.16.147_műemlék"""	2
"176.63.16.147_holokauszt"""	2
188.142.162.135_Bánya	4
"176.63.16.147_felszabadulás"""	2
"80.110.113.42_demokrácia"""	2
"176.63.16.147_zsidó"""	2
"176.63.16.147_buzi"""	4
176.63.28.36_poszt kommunista	3
"176.63.16.147_kötél"""	2
"176.63.16.147_lemond"""	2
92.52.220.210_hülyeség	2
"176.63.16.147_seuso"""	2
92.52.220.210_gyermek vállalás	2
"176.63.16.147_"""	2
"94.21.64.9_NATO"""	4
"89.134.238.144_""soros györgy"""""	1
"89.134.238.144_migráció OR migráns"""	1
89.134.238.144_komcsi	2
89.134.238.144_bunkócska	2
89.134.238.144_fidesz	2
89.134.238.144_lmp	2
89.134.238.144_náci	2
89.134.238.144_fasiszta	2
89.133.7.72_civil	2
89.133.7.72_homofóbia	2
89.133.7.72_Pink floyd	2
89.133.7.72_Hétköznapi csalódások	2
"94.21.64.9_korrupció"""	2
94.21.64.9_korrupció	1
89.133.7.72_Bajszos	2
89.133.7.72_Bajszos szar	2
89.133.7.72_Szar	2
"89.133.7.72_""szar"""	2
89.133.7.72_Klímaváltozás	2
94.21.64.9_NATO	1
"94.21.64.9_euró"""	2
94.21.64.9_euró	6
"94.21.64.9_""soros györgy"""""	1
"94.21.64.9_""soros györgy"""	1
80.98.188.229_önkormányzat	2
80.98.188.229_városrehabilitáció	2
80.98.188.229_városrekonstrukció	2
80.98.188.229_lakhatás	2
80.98.188.229_kilakoltatás	2
80.98.188.229_uzsora	2
80.98.188.229_szopófantom	2
80.98.188.229_szopó	2
80.98.188.229_irán	2
80.98.188.229_clinton	2
80.98.188.229_botrány	2
80.98.188.229_index	2
80.98.188.229_tek	20
80.98.188.229_társadalomelmélet	2
80.98.188.229_antropológia	2
80.98.188.229_kisvárda	2
80.98.188.229_peszle	2
"66.249.73.151_kikérem magamnak"""	1
80.98.188.229_dzsentrifikáció	4
80.98.188.229_marx	2
80.98.188.229_zsidó	4
80.98.188.229_rali	2
80.98.188.229_kína	12
80.98.188.229_zsugorodás	2
80.98.188.229_méltó	2
80.98.188.229_szolidáris	2
80.98.188.229_szegény	2
80.98.188.229_roma	2
80.98.188.229_óvás	2
80.98.188.229_hallgatói hálózat	2
80.98.188.229_plágium	2
80.98.188.229_önkormányzati adósság	2
80.98.188.229_rákosmente	2
80.98.188.229_egyetemfoglalás	2
80.98.188.229_házfoglalás	2
80.98.188.229_squat	2
80.98.188.229_zendülés	2
80.98.188.229_tgm	2
80.98.188.229_szakszervezet	2
"80.98.188.229_"""	2
"82.145.223.27_Gyurcsány"""	2
82.145.223.27_Hitler	2
82.145.223.27_Horthy	4
"66.249.73.153_kikérem magamnak"""	1
78.92.247.100_pető iván	2
"78.92.247.100_pető iván"""	3
"84.236.106.113_""soros györgy"""""	3
"84.236.106.113_migráció OR migráns"""	3
193.225.139.152_zsidó	2
193.225.139.152_tata	4
"193.225.139.152_"""	2
193.225.139.152_titkosszolgálat	2
"176.241.32.96_költségvetés"""	3
"78.92.99.178_derültség"""	2
"188.143.76.106_korrupció"""	1
"188.143.76.106_"""	2
"66.249.73.153_hazaáruló"""	1
176.63.27.96_Oktatás	3
"85.67.133.27_""emberi jogok"""""	1
"85.67.133.27_""emberi jogok"""	3
86.59.180.56_válság	3
86.59.180.56_világválság	2
86.59.180.56_európa	2
86.59.180.56_európai	2
86.59.180.56_emberek	2
176.63.44.74_homoszexuális	2
176.63.44.74_pride	2
176.63.44.74_nyugdíj	2
176.63.44.74_nyugdíjrendszer	2
176.63.44.74_megszorítás	2
176.63.44.74_költekezés	2
176.63.44.74_túlköltekezés	2
176.63.44.74_űrkutatás	2
176.63.44.74_CERN	2
176.63.44.74_lézer	2
176.63.44.74_magyar tudományos akadémia	2
62.165.205.12_hazudik	2
62.165.205.12_fasz	2
62.165.205.12_hülye	2
62.165.205.12_barom	2
62.165.205.12_zsidó	2
62.165.205.12_soros	2
62.165.205.12_anya	2
62.165.205.12_gyerek	2
62.165.205.12_háboru	2
62.165.205.12_háború	2
"176.63.16.147_euró"""	4
"176.63.16.147_euró bevezetése"""	2
"176.63.16.147_széf"""	2
"176.63.16.147_soros györgy"""	2
"176.63.16.147_bokros-csomag"""	2
"176.63.16.147_ügynök"""	2
"176.63.16.147_akta"""	2
"176.63.16.147_III/III"""	2
"176.63.16.147_besúgó"""	2
"176.63.16.147_ügynökakták"""	2
"176.63.16.147_helikopter"""	2
"176.63.16.147_máv"""	2
"176.63.22.212_""soros györgy"""""	1
"176.63.16.147_egészségügy"""	2
"176.63.16.147_tandíj"""	2
"176.63.16.147_kárpótlás"""	2
"176.63.16.147_iszap"""	2
"176.63.16.147_balaton"""	2
"176.63.16.147_lop"""	2
"66.249.73.151_felháborító"""	1
89.133.114.217_Fasz	3
89.133.114.217_pénisz	2
"89.133.114.217_"""	2
"84.2.196.219_kormányváltás"""	2
"84.225.204.213_korrupció"""	2
84.225.204.213_Soros	22
31.46.125.236_tisza istván	2
"31.46.125.236_tisza istván"""	3
84.225.204.213_Buzu	2
84.225.204.213_Buzi	4
84.225.204.213_Tiborcz	2
84.225.204.213_Nagy Imre	2
"84.225.204.213_Nagy Imre"""	1
84.225.204.213_Illiberális	4
84.225.204.213_cigány	4
84.225.204.213_Orbán	2
84.225.204.213_Simicska	2
"84.225.204.213_Simicska"""	1
"188.156.217.28_korrupció"""	3
188.156.217.28_szegedi	17
94.21.36.141_szeged	5
188.156.217.28_Szeged	33
188.156.217.28_Tisza-híd	5
188.156.217.28_Tisza híd	7
89.133.162.60_Jónapot	2
89.133.162.60_büdösbogár	2
89.133.162.60_felélik	2
89.133.162.60_Patkány	2
188.156.217.28_Botka	9
188.156.217.28_Ferroép	4
188.156.217.28_Népfőiskola	3
188.156.217.28_Lakitelek	3
130.43.192.165_Orbán	2
188.156.217.28_Jászfényszaru	3
130.43.192.165_melegek	2
130.43.192.165_Hülye	2
188.156.217.28_szegedi közgyűlés	3
188.156.217.28_B. Nagy	3
188.156.217.28_Martin Schulz	3
188.156.217.28_szegedi közgyűlést	3
188.156.217.28_Szegedet	3
188.156.217.28_Szegednek	2
176.63.29.6_Természet	3
176.63.29.6_Természetvédelem	4
176.63.29.6_Natura	2
176.63.29.6_Fasiszta	2
82.131.206.7_Pokol Béla	6
176.63.29.6_Diktatúra	2
176.63.29.6_Autoriter	2
176.63.29.6_Illiberális	2
176.63.29.6_Kiüríttetem	2
82.131.206.7_Bihari Mihály	2
176.63.29.6_Székesfehérvár	4
176.63.29.6_Felcsút	2
82.131.206.7_Európa végnapjai	2
176.63.29.6_Budapest	2
82.131.206.7_Pokol tanár úr	2
176.63.29.6_Trianon	2
176.63.29.6_Putyin	4
176.63.29.6_Habony	2
176.63.29.6_Rabszolga	2
176.63.29.6_Család	2
176.63.29.6_Kádár	2
176.63.29.6_Apró	2
176.63.29.6_Öszöd	2
176.63.29.6_Őszöd	2
176.63.29.6_Őszödi beszéd	2
176.63.29.6_Magyar	2
176.63.29.6_Brüsszel	2
176.63.29.6_Moszkva	2
176.63.29.6_Orosz	2
176.63.29.6_Ángyán	2
176.63.29.6_Irredenta	2
176.63.29.6_Cigány	2
176.63.29.6_Cigánybűnözés	2
176.63.29.6_Szent korona	2
176.63.29.6_Sopron	2
176.63.29.6_Ajka	2
176.63.29.6_Vörösiszap	2
176.63.29.6_Trump	2
176.63.29.6_Obama	2
176.63.29.6_Tiborcz	2
176.63.29.6_Veje	2
176.63.29.6_Hableány	2
176.63.29.6_Fülke	2
176.63.29.6_Csalás	4
176.63.29.6_Gyurcsány	2
"89.133.124.9_korrupció"""	3
176.63.29.6_Soros	2
176.63.29.6_Soros györgy	2
82.131.206.7_Pokol képviselő	2
"192.38.140.198_Női"""	6
188.156.217.28_Szeged-Belgrád	3
79.122.127.242_Schengeni	2
87.97.60.105_kárpótlási jegy	3
79.122.127.242_Bevándorló	5
"94.21.208.179_""demokratikus politizálás színtere"""	2
"94.21.208.179_""utcai politizálás"""	2
"94.21.208.179_""utcai politizálás"""""	2
176.63.23.140_lapos föld	4
"46.139.15.137_korrupció"""	2
46.139.15.137_Zsidó	2
46.139.15.137_Zoltai	2
46.139.15.137_Népszava	2
46.139.15.137_MTK	2
91.83.185.46_Szeged	2
91.83.185.46_kalmár ferenc	2
91.83.185.46_kalmár ferenc and szeged	2
91.83.185.46_kalmár ferenc szeged	2
91.83.185.46_szeged	7
91.83.185.46_bartha lászló	2
91.83.185.46_bartha lászló szeged	2
91.83.185.46_bohács zsolt	4
91.83.185.46_bohács zsolt szeged	3
84.2.114.243_1956	3
84.2.114.243_1989	5
91.83.185.46_bodó imre szeged	4
91.83.185.46_nógrádi zoltán szeged	2
"91.83.185.46_nógrádi zoltán szeged"""	2
31.46.125.236_friedrich istván	2
193.6.50.29_esélyegyenlőség	3
"193.6.50.29_""soros györgy"""""	5
193.6.50.29_nők	3
193.6.50.29_gurmai	4
"151.0.73.250_""Csillagok háborúja"""	2
"151.0.73.250_""Star Wars"""	2
"151.0.73.250_""jedi"""	2
"151.0.73.250_""sith"""	2
"151.0.73.250_""vader"""	2
"151.0.73.250_""skywalker"""	2
"151.0.73.250_""han solo"""	2
"151.0.73.250_""leia"""	2
"151.0.73.250_""yoda"""	2
"151.0.73.250_""obi-wan"""	2
"151.0.73.250_""kenobi"""	2
"151.0.73.250_""jabba"""	2
"151.0.73.250_""hutt"""	2
"151.0.73.250_""vuki"""	2
62.165.229.88_szeged	2
62.165.229.88_soros	6
62.165.229.88_orbán	4
62.165.229.88_vegán	4
62.165.229.88_vegetáriánus	2
62.165.229.88_rákkeltő	2
62.165.229.88_cigány	2
62.165.229.88_pedofil	3
80.95.83.144_Soros	2
80.95.83.144_Soros György	2
91.82.7.142_elmúlt 8 év	2
91.82.7.142_elmúlt nyolc év	2
91.82.7.142_Gyucsány kormány	3
91.82.7.142_Gyurcsány kormány	2
91.82.7.142_Jászberény	30
77.234.67.75_székesfehérvár	10
"37.76.6.155_korrupció"""	2
5.187.241.205_Taxi	3
94.21.171.233_fasiszta	2
94.21.171.233_náci	3
94.21.171.233_trianon	3
94.21.171.233_liberális	2
94.21.171.233_hazaáruló	2
94.21.171.233_konzervatív	4
94.21.171.233_putyin	2
94.21.171.233_obama	2
94.21.171.233_trump	2
94.21.171.233_lengyelország	2
94.21.171.233_észtország	2
94.21.171.233_diktatúra	2
94.21.171.233_csanád	2
94.21.28.53_Szolnok	2
"46.35.192.36_korrupció"""	2
46.35.192.36_fideszes korrupciós ügyek	2
"176.77.132.25_Simicska"""	8
37.76.26.134_Jahn Ferenc	3
89.132.221.29_gyurcsány	2
89.132.221.29_orbán	2
89.132.221.29_egyetem	2
89.132.221.29_tudomány	2
89.132.221.29_magyar	2
89.132.221.29_polgár	2
89.132.221.29_szociális	2
89.132.221.29_kompromisszum	4
89.132.221.29_természetvédelem	2
89.132.221.29_sajtószabadság	2
"78.92.251.100_kikérem magamnak"""	4
80.252.55.57_nyilvánosság	2
80.252.55.57_közpénz	2
80.252.55.57_falu	2
80.252.55.57_önkomrányzat	2
80.252.55.57_önkormányzat	2
"80.252.55.57_"""	2
"80.252.55.57_költségvetés"""	1
"84.0.206.56_""emberi jogok"""""	4
"84.0.206.56_""emberi jogok"""	7
84.0.206.56_pornográfia	18
84.0.206.56_kiskorú büntethetőség	3
84.0.206.56_kiskorú	2
46.139.103.164_otthonápolás	10
"46.139.103.164_otthonápolás"""	10
130.43.197.156_Oroszország	9
130.43.197.156_Orosz	2
"188.36.38.87_korrupció"""	2
188.36.38.87_korrupció	1
188.36.38.87_református	6
188.36.38.87_Isten	2
188.36.38.87_katolikus	2
188.36.38.87_evangélikus	2
188.36.38.87_Európa Rádió	2
188.36.38.87_Gyurcsány	2
"37.76.91.254_református"""	2
"188.36.38.87_református"""	6
188.6.90.6_TeIR	2
188.6.90.6_Területfejlesztés	4
"188.6.90.6_Területfejlesztés"""	2
188.6.90.6_Területfejlesztési	2
188.6.90.6_Balaton	2
188.6.90.6_Balatoni	2
188.6.90.6_Cigány	3
188.6.90.6_Labdarúgás	2
188.6.90.6_Stadion	5
188.6.90.6_Labdarúgó	2
188.6.90.6_Oktatás	2
188.6.90.6_Szegénység	2
"37.76.7.196_Stadion"""	2
"86.101.35.29_Stadion"""	2
"81.182.190.72_migráció"""	2
84.0.15.245_szeged	3
"176.63.25.165_Stadion"""	2
176.63.25.165_Olaj	6
176.63.25.165_Tocsik	2
"5.38.149.87_korrupció"""	2
5.38.149.87_korrupció	1
"5.38.149.87_Paks"""	2
"5.38.149.87_Atomerőmű"""	2
"5.38.149.87_Tamási"""	2
"5.38.149.87_Süli"""	2
178.164.154.9_brexit	2
178.164.154.9_font	2
178.164.154.9_frank	2
178.164.154.9_hajlektaan	2
178.164.154.9_hajlektalan	2
178.164.154.9_geci	2
178.164.154.9_gyurcsany	2
178.164.154.9_vona	2
178.164.154.9_szar	2
"5.38.223.59_gender"""	3
"5.38.223.59_nők"""	3
"5.38.223.59_melegek"""	3
"5.38.223.59_feminista"""	3
"5.38.223.59_feminista OR femnizmus"""	3
"84.3.254.157_korrupció"""	2
84.3.254.157_korrupció	1
84.3.254.157_víz	7
84.3.254.157_víz ára	6
84.3.254.157_alaptörvény	7
"178.48.162.223_""elmúlt nyolc év"""	15
178.48.162.223_barbie	2
213.222.149.80_Sakk	3
213.222.149.80_Pàsztó	10
"31.46.125.236_friedrich istván"""	6
"31.46.247.42_Területfejlesztés"""	6
"31.46.247.42_Területfejlesztési"""	4
91.82.197.92_szeged	6
"91.82.197.92_"""	2
"188.156.244.73_Szeged"""	2
188.156.244.73_Szeged	47
31.46.247.42_régió	5
31.46.247.42_regionális	4
31.46.247.42_településfejlesztés	4
31.46.247.42_településpolitika	3
"31.46.247.42_"""	5
193.30.164.114_kommunista	3
193.30.164.114_LMP	3
193.30.164.114_Mosonmagyaróvár	4
"157.181.236.75_Területfejlesztés"""	2
"157.181.236.75_Területfejlesztési"""	1
212.108.193.178_zsidó	3
212.108.193.178_karvalytőke	4
212.108.193.178_buzi	6
212.108.193.178_algériai	4
212.108.193.178_algéria	4
212.108.193.178_algír	4
212.108.193.178_zsibvásár	4
212.108.193.178_zsibvásárt	4
212.108.193.178_kufár	6
212.108.193.178_kufárok	3
212.108.193.178_sárga csekk	2
212.108.193.178_sárga csillag	2
"193.225.120.1_túzok"""	34
"157.181.236.72_Területfejlesztés"""	2
157.181.236.72_szolidaritás	2
157.181.236.72_migráns	2
157.181.236.72_migráció	2
157.181.236.72_adó	2
157.181.236.72_kommunista	2
157.181.236.72_zsidó	2
157.181.236.72_ország	2
157.181.236.72_országos	2
157.181.236.72_smart	2
"193.225.200.92_""Tisza István"""""	5
"176.63.25.98_"""	6
"195.212.29.185_trianon"""	2
195.212.29.185_bérenc	2
195.212.29.185_gyurcsány	2
195.212.29.185_Brüsszel	2
195.212.29.185_multik	2
195.212.29.185_extra profit	2
195.212.29.185_extraprofit	2
"195.212.29.165_""soros györgy"""""	1
195.212.29.165_adófizető	2
"176.63.27.5_Területfejlesztés"""	3
176.63.27.5_európai unió	2
176.63.27.5_regionális politika	2
"213.96.223.92_Stadion"""	2
213.96.223.92_Stadion	1
"213.96.223.92_oligarcha"""	4
"213.96.223.92_orosz"""	2
"213.96.223.92_putyin"""	4
"213.96.223.92_szemét"""	4
"213.96.223.92_migráns"""	2
"213.96.223.92_rohadék"""	2
"213.96.223.92_rohadt"""	2
"37.76.93.234_Stadion"""	2
"46.107.10.219_Stadion"""	2
46.107.10.219_Stadion	6
"37.76.110.153_Stadion"""	4
37.76.110.153_Stadion	12
193.225.120.1_túzok	3
"93.176.146.132_korrupció"""	1
92.40.248.94_Zsiros	3
"92.40.248.94_Zsiros"""	3
"37.76.46.198_Stadion"""	5
37.76.46.198_Stadion	1
77.243.214.151_Vép	3
84.1.21.177_makó	11
"84.1.21.177_makó"""	2
84.1.21.177_hagymatikum	4
"78.131.56.71_Területfejlesztés"""	2
78.131.56.71_okos város	4
"78.131.56.71_""okos város"""	2
"78.131.56.71_""okos város"""""	1
78.131.56.71_smart	3
188.6.29.174_nő	2
188.6.29.174_férfi	2
188.6.29.174_halál	2
188.6.29.174_sakk	4
188.6.29.174_Polgár Judit	2
188.6.29.174_sakkozó	3
188.6.29.174_kurva	2
